Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,13,103.5,difficulty walking,swelling in muscle,loss of appetite,blackleg
buffalo,9,104.8,difficulty walking,sores on mouth,loss of appetite,foot and mouth
buffalo,7,101.9,difficulty walking,sores on mouth,loss of appetite,foot and mouth
buffalo,8,101.3,loss of appetite,depression,difficulty walking,blackleg
buffalo,14,101.2,loss of appetite,blisters on gums,lameness,foot and mouth
buffalo,7,103.4,loss of appetite,depression,painless lumps,pneumonia
buffalo,3,104.0,blisters on gums,lameness,loss of appetite,foot and mouth
buffalo,4,101.3,depression,loss of appetite,swelling in muscle,blackleg
buffalo,4,103.6,swelling in limb,loss of appetite,depression,blackleg
buffalo,9,100.6,chest discomfort,sweats,fatigue,anthrax
buffalo,1,101.0,difficulty walking,loss of appetite,depression,blackleg
buffalo,8,100.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,5,102.0,shortness of breath,sweats,chills,anthrax
buffalo,1,103.3,sweats,shortness of breath,fatigue,anthrax
buffalo,14,101.0,painless lumps,depression,loss of appetite,pneumonia
buffalo,13,102.2,swelling in limb,loss of appetite,difficulty walking,blackleg
buffalo,13,104.0,painless lumps,depression,loss of appetite,lumpy virus
buffalo,5,100.5,painless lumps,loss of appetite,depression,lumpy virus
buffalo,11,101.4,lameness,loss of appetite,depression,blackleg
buffalo,13,100.1,depression,swelling in muscle,loss of appetite,blackleg
buffalo,7,102.7,sweats,shortness of breath,chills,anthrax
buffalo,1,100.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,7,101.9,loss of appetite,painless lumps,depression,pneumonia
buffalo,15,101.9,loss of appetite,depression,swelling in muscle,blackleg
buffalo,15,103.1,depression,painless lumps,loss of appetite,lumpy virus
buffalo,4,103.1,depression,painless lumps,loss of appetite,lumpy virus
buffalo,12,100.0,lameness,sores on hooves,loss of appetite,foot and mouth
buffalo,12,100.3,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,15,101.3,loss of appetite,blisters on gums,lameness,foot and mouth
buffalo,8,102.7,depression,loss of appetite,painless lumps,lumpy virus
buffalo,12,101.1,depression,painless lumps,loss of appetite,pneumonia
buffalo,6,104.5,painless lumps,loss of appetite,depression,lumpy virus
buffalo,8,103.6,chest discomfort,sweats,shortness of breath,anthrax
buffalo,3,102.4,swelling in muscle,depression,crackling sound,blackleg
buffalo,9,100.3,loss of appetite,painless lumps,depression,pneumonia
buffalo,10,104.0,loss of appetite,depression,painless lumps,pneumonia
buffalo,1,101.2,sores on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,13,102.9,fatigue,chest discomfort,sweats,anthrax
buffalo,8,101.4,painless lumps,depression,loss of appetite,pneumonia
buffalo,10,102.9,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,15,103.7,depression,swelling in limb,loss of appetite,blackleg
buffalo,8,103.4,swelling in limb,crackling sound,lameness,blackleg
buffalo,2,101.6,loss of appetite,difficulty walking,sores on tongue,foot and mouth
buffalo,12,103.8,loss of appetite,depression,painless lumps,pneumonia
buffalo,2,100.5,difficulty walking,sores on tongue,loss of appetite,foot and mouth
buffalo,12,104.8,sweats,fatigue,chest discomfort,anthrax
buffalo,6,103.8,loss of appetite,sores on hooves,lameness,foot and mouth
buffalo,10,101.2,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,8,103.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,13,104.4,loss of appetite,painless lumps,depression,lumpy virus
buffalo,6,102.6,difficulty walking,loss of appetite,swelling in limb,blackleg
buffalo,13,101.7,depression,lameness,swelling in muscle,blackleg
buffalo,11,102.4,lameness,swelling in muscle,loss of appetite,blackleg
buffalo,5,102.1,difficulty walking,loss of appetite,sores on gums,foot and mouth
buffalo,5,104.9,chest discomfort,chills,swelling in abdomen,anthrax
buffalo,15,103.1,sweats,chest discomfort,swelling in extremities,anthrax
buffalo,15,100.6,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
buffalo,3,103.2,depression,painless lumps,loss of appetite,pneumonia
buffalo,5,100.3,loss of appetite,painless lumps,depression,pneumonia
buffalo,9,102.3,lameness,sores on mouth,loss of appetite,foot and mouth
buffalo,9,102.3,loss of appetite,swelling in limb,crackling sound,blackleg
buffalo,8,100.3,depression,lameness,loss of appetite,blackleg
buffalo,12,104.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,10,102.0,loss of appetite,painless lumps,depression,pneumonia
buffalo,15,102.3,depression,painless lumps,loss of appetite,pneumonia
buffalo,3,101.4,loss of appetite,sores on gums,difficulty walking,foot and mouth
buffalo,12,101.2,painless lumps,loss of appetite,depression,lumpy virus
buffalo,10,102.2,shortness of breath,swelling in neck,fatigue,anthrax
buffalo,11,101.1,lameness,crackling sound,loss of appetite,blackleg
buffalo,15,103.1,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
buffalo,8,104.8,depression,loss of appetite,painless lumps,pneumonia
buffalo,8,104.8,crackling sound,difficulty walking,depression,blackleg
buffalo,11,100.3,shortness of breath,swelling in abdomen,fatigue,anthrax
buffalo,12,103.7,swelling in limb,lameness,loss of appetite,blackleg
buffalo,13,101.7,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,2,102.8,loss of appetite,blisters on hooves,lameness,foot and mouth
buffalo,3,100.2,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,5,100.9,lameness,sores on tongue,loss of appetite,foot and mouth
buffalo,7,100.4,loss of appetite,lameness,blisters on gums,foot and mouth
buffalo,1,103.9,loss of appetite,difficulty walking,swelling in limb,blackleg
buffalo,8,104.9,swelling in limb,depression,loss of appetite,blackleg
buffalo,12,104.4,blisters on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,13,102.6,loss of appetite,swelling in muscle,difficulty walking,blackleg
buffalo,5,100.7,loss of appetite,painless lumps,depression,lumpy virus
buffalo,11,103.6,lameness,depression,crackling sound,blackleg
buffalo,1,102.3,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,2,100.4,loss of appetite,painless lumps,depression,pneumonia
buffalo,10,103.5,lameness,swelling in muscle,depression,blackleg
buffalo,2,102.4,swelling in neck,sweats,chest discomfort,anthrax
buffalo,5,100.8,sweats,fatigue,chest discomfort,anthrax
buffalo,7,102.4,loss of appetite,depression,painless lumps,pneumonia
buffalo,9,102.5,loss of appetite,painless lumps,depression,pneumonia
buffalo,5,102.6,painless lumps,loss of appetite,depression,pneumonia
buffalo,13,102.8,sores on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,4,100.4,painless lumps,depression,loss of appetite,lumpy virus
buffalo,15,102.5,chills,swelling in neck,sweats,anthrax
buffalo,1,105.0,painless lumps,depression,loss of appetite,lumpy virus
buffalo,12,100.3,depression,painless lumps,loss of appetite,pneumonia
buffalo,2,102.5,painless lumps,loss of appetite,depression,pneumonia
buffalo,5,103.0,depression,lameness,loss of appetite,blackleg
buffalo,14,104.9,painless lumps,depression,loss of appetite,pneumonia
buffalo,6,103.1,swelling in limb,lameness,crackling sound,blackleg
buffalo,9,100.4,difficulty walking,depression,loss of appetite,blackleg
buffalo,4,102.1,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
buffalo,7,102.9,lameness,swelling in muscle,crackling sound,blackleg
buffalo,12,100.2,shortness of breath,chest discomfort,sweats,anthrax
buffalo,1,101.8,sores on tongue,loss of appetite,lameness,foot and mouth
buffalo,10,103.5,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,12,105.0,depression,loss of appetite,painless lumps,pneumonia
buffalo,11,103.2,shortness of breath,chills,fatigue,anthrax
buffalo,2,103.4,loss of appetite,depression,painless lumps,lumpy virus
buffalo,2,104.9,shortness of breath,fatigue,chills,anthrax
buffalo,7,100.3,chest discomfort,swelling in abdomen,shortness of breath,anthrax
buffalo,1,100.1,loss of appetite,crackling sound,swelling in limb,blackleg
buffalo,3,104.5,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,7,103.7,swelling in limb,loss of appetite,lameness,blackleg
buffalo,8,104.2,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,3,102.9,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,4,101.9,painless lumps,loss of appetite,depression,lumpy virus
buffalo,13,103.0,depression,loss of appetite,painless lumps,pneumonia
buffalo,8,101.2,loss of appetite,depression,painless lumps,lumpy virus
buffalo,15,103.2,loss of appetite,crackling sound,swelling in muscle,blackleg
buffalo,13,102.5,painless lumps,depression,loss of appetite,lumpy virus
buffalo,12,101.8,sweats,fatigue,chills,anthrax
buffalo,4,104.6,chills,sweats,shortness of breath,anthrax
buffalo,11,101.5,painless lumps,loss of appetite,depression,pneumonia
buffalo,9,101.4,loss of appetite,depression,painless lumps,lumpy virus
buffalo,10,103.4,lameness,sores on tongue,loss of appetite,foot and mouth
buffalo,10,104.8,depression,crackling sound,swelling in muscle,blackleg
buffalo,13,101.5,loss of appetite,difficulty walking,sores on tongue,foot and mouth
buffalo,3,103.8,depression,painless lumps,loss of appetite,lumpy virus
buffalo,15,100.3,depression,painless lumps,loss of appetite,lumpy virus
buffalo,13,102.8,sores on hooves,lameness,loss of appetite,foot and mouth
buffalo,2,101.4,crackling sound,depression,loss of appetite,blackleg
buffalo,9,101.8,depression,painless lumps,loss of appetite,pneumonia
buffalo,1,100.3,depression,lameness,crackling sound,blackleg
buffalo,2,103.5,swelling in limb,lameness,crackling sound,blackleg
buffalo,3,101.7,chills,shortness of breath,sweats,anthrax
buffalo,3,100.2,painless lumps,depression,loss of appetite,pneumonia
buffalo,14,101.5,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,15,100.6,chest discomfort,fatigue,shortness of breath,anthrax
buffalo,13,101.6,sweats,chills,swelling in abdomen,anthrax
buffalo,11,100.4,lameness,swelling in limb,crackling sound,blackleg
buffalo,8,102.1,blisters on tongue,lameness,loss of appetite,foot and mouth
buffalo,6,104.1,shortness of breath,sweats,swelling in extremities,anthrax
buffalo,3,100.9,crackling sound,loss of appetite,depression,blackleg
buffalo,5,104.8,loss of appetite,depression,painless lumps,lumpy virus
buffalo,2,102.8,depression,painless lumps,loss of appetite,lumpy virus
buffalo,15,100.3,blisters on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,1,101.6,chills,shortness of breath,swelling in extremities,anthrax
buffalo,2,102.7,depression,lameness,crackling sound,blackleg
buffalo,3,104.6,depression,loss of appetite,lameness,blackleg
buffalo,12,104.8,chest discomfort,sweats,shortness of breath,anthrax
buffalo,6,101.0,loss of appetite,painless lumps,depression,lumpy virus
buffalo,5,100.8,loss of appetite,depression,painless lumps,pneumonia
buffalo,12,102.6,lameness,crackling sound,swelling in muscle,blackleg
buffalo,6,101.6,loss of appetite,lameness,swelling in muscle,blackleg
buffalo,13,100.4,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,2,100.7,swelling in limb,loss of appetite,crackling sound,blackleg
buffalo,12,100.4,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
buffalo,5,103.2,chills,chest discomfort,sweats,anthrax
buffalo,14,104.2,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,13,101.6,lameness,loss of appetite,blisters on mouth,foot and mouth
buffalo,2,103.8,lameness,loss of appetite,blisters on tongue,foot and mouth
buffalo,11,103.9,depression,loss of appetite,painless lumps,pneumonia
buffalo,15,102.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,15,100.9,crackling sound,swelling in muscle,lameness,blackleg
buffalo,4,104.5,loss of appetite,lameness,depression,blackleg
buffalo,15,100.2,chest discomfort,sweats,chills,anthrax
buffalo,5,100.7,depression,painless lumps,loss of appetite,lumpy virus
buffalo,3,100.5,depression,painless lumps,loss of appetite,pneumonia
buffalo,2,103.2,loss of appetite,depression,painless lumps,lumpy virus
buffalo,11,102.4,loss of appetite,depression,painless lumps,pneumonia
buffalo,13,101.2,shortness of breath,sweats,chills,anthrax
buffalo,12,100.3,loss of appetite,painless lumps,depression,pneumonia
buffalo,6,104.1,crackling sound,swelling in muscle,lameness,blackleg
buffalo,8,103.4,sweats,swelling in extremities,chest discomfort,anthrax
buffalo,10,105.0,loss of appetite,difficulty walking,blisters on gums,foot and mouth
buffalo,8,100.4,swelling in limb,difficulty walking,loss of appetite,blackleg
buffalo,5,101.6,loss of appetite,depression,painless lumps,lumpy virus
buffalo,8,102.5,loss of appetite,crackling sound,depression,blackleg
buffalo,7,103.9,loss of appetite,sores on gums,difficulty walking,foot and mouth
buffalo,9,103.2,lameness,swelling in muscle,crackling sound,blackleg
buffalo,1,104.6,loss of appetite,depression,painless lumps,pneumonia
buffalo,15,104.0,sores on gums,loss of appetite,lameness,foot and mouth
buffalo,1,102.6,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,11,101.0,swelling in muscle,difficulty walking,crackling sound,blackleg
buffalo,12,102.8,blisters on mouth,loss of appetite,lameness,foot and mouth
buffalo,13,100.7,crackling sound,swelling in limb,lameness,blackleg
buffalo,4,100.6,lameness,loss of appetite,sores on tongue,foot and mouth
buffalo,5,101.1,chills,swelling in extremities,chest discomfort,anthrax
buffalo,1,100.4,painless lumps,depression,loss of appetite,pneumonia
buffalo,11,101.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,10,101.8,lameness,depression,loss of appetite,blackleg
buffalo,7,100.6,sweats,chills,fatigue,anthrax
buffalo,6,103.0,painless lumps,loss of appetite,depression,pneumonia
buffalo,1,101.1,loss of appetite,difficulty walking,sores on tongue,foot and mouth
buffalo,6,102.6,depression,painless lumps,loss of appetite,lumpy virus
buffalo,14,100.6,chest discomfort,chills,shortness of breath,anthrax
buffalo,7,100.2,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,5,100.8,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,2,100.9,depression,painless lumps,loss of appetite,lumpy virus
buffalo,9,101.8,difficulty walking,crackling sound,loss of appetite,blackleg
buffalo,3,103.6,shortness of breath,swelling in neck,sweats,anthrax
buffalo,12,101.7,sores on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,1,101.5,depression,painless lumps,loss of appetite,pneumonia
buffalo,13,103.4,loss of appetite,crackling sound,depression,blackleg
buffalo,13,100.2,chest discomfort,sweats,fatigue,anthrax
buffalo,15,101.8,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,4,103.2,shortness of breath,sweats,swelling in extremities,anthrax
buffalo,4,103.1,swelling in abdomen,chills,chest discomfort,anthrax
buffalo,15,103.7,depression,loss of appetite,swelling in limb,blackleg
buffalo,9,101.6,painless lumps,loss of appetite,depression,lumpy virus
buffalo,1,102.9,fatigue,shortness of breath,sweats,anthrax
buffalo,2,103.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,3,101.6,blisters on tongue,loss of appetite,lameness,foot and mouth
buffalo,1,101.4,shortness of breath,sweats,swelling in extremities,anthrax
buffalo,4,103.0,shortness of breath,chest discomfort,chills,anthrax
buffalo,3,102.7,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,8,104.0,difficulty walking,depression,loss of appetite,blackleg
buffalo,7,102.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,15,100.3,loss of appetite,depression,painless lumps,pneumonia
buffalo,3,103.5,loss of appetite,crackling sound,depression,blackleg
buffalo,13,100.1,painless lumps,depression,loss of appetite,pneumonia
buffalo,7,100.2,loss of appetite,depression,painless lumps,pneumonia
buffalo,9,105.0,lameness,crackling sound,depression,blackleg
buffalo,8,101.3,loss of appetite,depression,painless lumps,lumpy virus
buffalo,11,100.2,painless lumps,depression,loss of appetite,pneumonia
buffalo,8,100.4,swelling in extremities,fatigue,chest discomfort,anthrax
buffalo,13,104.6,depression,lameness,loss of appetite,blackleg
buffalo,10,101.7,sores on mouth,lameness,loss of appetite,foot and mouth
buffalo,4,104.3,depression,loss of appetite,painless lumps,pneumonia
buffalo,1,103.1,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,1,101.6,loss of appetite,depression,painless lumps,lumpy virus
buffalo,2,103.8,depression,painless lumps,loss of appetite,lumpy virus
buffalo,10,100.2,fatigue,shortness of breath,sweats,anthrax
buffalo,6,103.6,swelling in limb,crackling sound,loss of appetite,blackleg
buffalo,1,100.9,blisters on hooves,lameness,loss of appetite,foot and mouth
buffalo,13,101.2,loss of appetite,depression,painless lumps,lumpy virus
buffalo,11,103.7,chills,sweats,swelling in abdomen,anthrax
buffalo,9,102.6,crackling sound,lameness,depression,blackleg
buffalo,8,100.5,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,9,103.2,depression,loss of appetite,painless lumps,pneumonia
buffalo,5,104.5,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,14,100.5,difficulty walking,sores on mouth,loss of appetite,foot and mouth
buffalo,10,100.4,loss of appetite,sores on hooves,lameness,foot and mouth
buffalo,7,101.7,depression,painless lumps,loss of appetite,pneumonia
buffalo,9,104.7,painless lumps,loss of appetite,depression,pneumonia
buffalo,4,100.2,loss of appetite,blisters on gums,lameness,foot and mouth
buffalo,1,100.3,loss of appetite,depression,painless lumps,pneumonia
buffalo,4,104.4,crackling sound,loss of appetite,swelling in limb,blackleg
buffalo,6,100.3,swelling in extremities,sweats,chest discomfort,anthrax
buffalo,1,102.7,painless lumps,loss of appetite,depression,lumpy virus
buffalo,5,100.7,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,4,101.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,1,103.0,sweats,chest discomfort,fatigue,anthrax
buffalo,3,102.2,lameness,depression,loss of appetite,blackleg
buffalo,10,101.3,lameness,crackling sound,depression,blackleg
buffalo,13,102.1,depression,painless lumps,loss of appetite,pneumonia
buffalo,4,100.3,fatigue,shortness of breath,chest discomfort,anthrax
buffalo,5,100.9,swelling in muscle,lameness,loss of appetite,blackleg
buffalo,14,101.8,painless lumps,loss of appetite,depression,pneumonia
buffalo,5,104.3,crackling sound,depression,lameness,blackleg
buffalo,12,100.4,depression,loss of appetite,painless lumps,lumpy virus
buffalo,13,102.8,painless lumps,loss of appetite,depression,pneumonia
buffalo,1,104.3,loss of appetite,painless lumps,depression,pneumonia
buffalo,4,100.8,crackling sound,swelling in limb,difficulty walking,blackleg
buffalo,11,104.0,crackling sound,depression,difficulty walking,blackleg
buffalo,6,100.7,swelling in abdomen,shortness of breath,fatigue,anthrax
buffalo,8,101.8,fatigue,chest discomfort,swelling in extremities,anthrax
buffalo,4,101.0,lameness,blisters on tongue,loss of appetite,foot and mouth
buffalo,5,103.7,depression,painless lumps,loss of appetite,pneumonia
buffalo,2,100.2,loss of appetite,painless lumps,depression,lumpy virus
buffalo,2,101.2,crackling sound,loss of appetite,depression,blackleg
buffalo,13,103.8,sores on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,1,101.1,chills,chest discomfort,swelling in extremities,anthrax
buffalo,2,100.3,chest discomfort,shortness of breath,sweats,anthrax
buffalo,14,101.9,painless lumps,depression,loss of appetite,pneumonia
buffalo,7,104.1,swelling in muscle,lameness,depression,blackleg
buffalo,1,103.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,4,102.6,loss of appetite,painless lumps,depression,pneumonia
buffalo,4,104.9,loss of appetite,depression,crackling sound,blackleg
buffalo,13,102.5,crackling sound,depression,loss of appetite,blackleg
buffalo,9,104.2,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,11,101.1,loss of appetite,lameness,depression,blackleg
buffalo,15,102.4,chest discomfort,shortness of breath,swelling in extremities,anthrax
buffalo,6,101.7,chest discomfort,sweats,shortness of breath,anthrax
buffalo,1,102.9,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
buffalo,2,102.8,loss of appetite,painless lumps,depression,lumpy virus
buffalo,13,103.3,chills,shortness of breath,swelling in abdomen,anthrax
buffalo,14,102.6,crackling sound,lameness,loss of appetite,blackleg
buffalo,4,102.2,loss of appetite,depression,painless lumps,lumpy virus
buffalo,10,101.7,loss of appetite,difficulty walking,swelling in muscle,blackleg
buffalo,3,101.6,depression,difficulty walking,crackling sound,blackleg
buffalo,3,101.7,loss of appetite,difficulty walking,sores on mouth,foot and mouth
buffalo,4,102.5,painless lumps,depression,loss of appetite,pneumonia
buffalo,10,104.5,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,9,103.3,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,4,100.6,depression,swelling in muscle,loss of appetite,blackleg
buffalo,12,102.2,chest discomfort,swelling in neck,shortness of breath,anthrax
buffalo,4,103.8,loss of appetite,difficulty walking,blisters on gums,foot and mouth
buffalo,13,100.3,shortness of breath,chills,swelling in extremities,anthrax
buffalo,8,102.9,blisters on hooves,lameness,loss of appetite,foot and mouth
buffalo,3,102.4,painless lumps,depression,loss of appetite,pneumonia
buffalo,12,102.8,loss of appetite,blisters on mouth,lameness,foot and mouth
buffalo,10,102.1,loss of appetite,painless lumps,depression,pneumonia
buffalo,6,100.8,painless lumps,loss of appetite,depression,pneumonia
buffalo,13,100.8,loss of appetite,lameness,blisters on mouth,foot and mouth
buffalo,5,102.6,sores on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,10,102.0,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,104.8,lameness,blisters on mouth,loss of appetite,foot and mouth
buffalo,4,105.0,sweats,shortness of breath,fatigue,anthrax
buffalo,2,100.5,sweats,chest discomfort,swelling in extremities,anthrax
buffalo,9,101.9,loss of appetite,depression,swelling in muscle,blackleg
buffalo,2,101.1,sweats,chills,chest discomfort,anthrax
buffalo,9,100.6,loss of appetite,depression,painless lumps,lumpy virus
buffalo,5,104.4,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,7,102.7,loss of appetite,painless lumps,depression,lumpy virus
buffalo,5,100.4,difficulty walking,sores on tongue,loss of appetite,foot and mouth
buffalo,15,100.9,crackling sound,depression,difficulty walking,blackleg
buffalo,6,104.7,painless lumps,depression,loss of appetite,pneumonia
buffalo,4,100.5,crackling sound,depression,swelling in limb,blackleg
buffalo,4,101.3,loss of appetite,crackling sound,swelling in muscle,blackleg
buffalo,4,103.6,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,13,103.3,swelling in neck,chills,fatigue,anthrax
buffalo,4,100.1,sores on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,7,103.1,loss of appetite,painless lumps,depression,pneumonia
buffalo,3,102.2,loss of appetite,depression,painless lumps,pneumonia
buffalo,9,102.9,depression,loss of appetite,painless lumps,pneumonia
buffalo,10,100.4,loss of appetite,painless lumps,depression,pneumonia
buffalo,12,102.7,swelling in abdomen,fatigue,chills,anthrax
buffalo,9,101.9,chest discomfort,shortness of breath,swelling in neck,anthrax
buffalo,13,101.1,sweats,shortness of breath,fatigue,anthrax
buffalo,8,100.7,sweats,fatigue,swelling in neck,anthrax
buffalo,1,102.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,1,100.1,chest discomfort,shortness of breath,sweats,anthrax
buffalo,2,101.4,loss of appetite,depression,painless lumps,pneumonia
buffalo,6,100.2,swelling in muscle,depression,crackling sound,blackleg
buffalo,14,103.7,swelling in neck,chest discomfort,sweats,anthrax
buffalo,11,104.1,painless lumps,depression,loss of appetite,lumpy virus
buffalo,14,102.7,fatigue,chills,swelling in abdomen,anthrax
buffalo,5,103.0,difficulty walking,loss of appetite,sores on tongue,foot and mouth
buffalo,11,101.8,loss of appetite,depression,painless lumps,pneumonia
buffalo,4,103.6,loss of appetite,blisters on tongue,lameness,foot and mouth
buffalo,11,104.9,loss of appetite,swelling in limb,difficulty walking,blackleg
buffalo,14,101.4,sores on gums,lameness,loss of appetite,foot and mouth
buffalo,11,103.1,depression,loss of appetite,painless lumps,lumpy virus
buffalo,14,100.2,shortness of breath,fatigue,sweats,anthrax
buffalo,8,100.9,lameness,swelling in muscle,depression,blackleg
buffalo,14,104.7,depression,swelling in muscle,loss of appetite,blackleg
buffalo,2,104.8,lameness,depression,swelling in muscle,blackleg
buffalo,6,103.9,chest discomfort,chills,shortness of breath,anthrax
buffalo,15,100.9,swelling in abdomen,shortness of breath,sweats,anthrax
buffalo,11,102.2,difficulty walking,loss of appetite,sores on mouth,foot and mouth
buffalo,3,100.2,depression,swelling in muscle,loss of appetite,blackleg
buffalo,10,101.0,depression,difficulty walking,crackling sound,blackleg
buffalo,13,104.8,chills,swelling in neck,shortness of breath,anthrax
buffalo,8,104.3,depression,swelling in muscle,loss of appetite,blackleg
buffalo,6,102.8,fatigue,chest discomfort,shortness of breath,anthrax
buffalo,13,104.9,shortness of breath,chills,sweats,anthrax
buffalo,1,103.4,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
buffalo,13,104.5,crackling sound,difficulty walking,loss of appetite,blackleg
buffalo,8,100.0,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
buffalo,2,101.1,swelling in abdomen,shortness of breath,chest discomfort,anthrax
buffalo,11,100.6,shortness of breath,fatigue,chills,anthrax
buffalo,2,102.6,loss of appetite,sores on gums,difficulty walking,foot and mouth
buffalo,8,100.3,crackling sound,swelling in muscle,loss of appetite,blackleg
buffalo,3,101.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,9,103.0,depression,difficulty walking,loss of appetite,blackleg
buffalo,3,100.3,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,11,102.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,5,103.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,9,101.4,shortness of breath,fatigue,chest discomfort,anthrax
buffalo,3,101.9,loss of appetite,lameness,depression,blackleg
buffalo,2,101.0,difficulty walking,loss of appetite,sores on tongue,foot and mouth
buffalo,8,103.1,chest discomfort,fatigue,sweats,anthrax
buffalo,2,102.9,swelling in muscle,crackling sound,depression,blackleg
buffalo,14,100.6,crackling sound,depression,loss of appetite,blackleg
buffalo,11,101.3,loss of appetite,painless lumps,depression,lumpy virus
buffalo,15,104.3,loss of appetite,swelling in limb,difficulty walking,blackleg
buffalo,13,102.4,chills,fatigue,sweats,anthrax
buffalo,4,101.1,sweats,fatigue,chest discomfort,anthrax
buffalo,2,102.6,swelling in limb,crackling sound,depression,blackleg
buffalo,6,101.4,difficulty walking,loss of appetite,crackling sound,blackleg
buffalo,15,101.3,sores on hooves,loss of appetite,lameness,foot and mouth
buffalo,9,100.6,loss of appetite,sores on mouth,difficulty walking,foot and mouth
buffalo,11,102.5,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,11,101.4,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,13,102.0,sweats,shortness of breath,chills,anthrax
buffalo,4,100.9,loss of appetite,depression,lameness,blackleg
buffalo,6,102.6,loss of appetite,difficulty walking,swelling in muscle,blackleg
buffalo,10,104.5,sores on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,1,105.0,chest discomfort,fatigue,shortness of breath,anthrax
buffalo,3,100.8,crackling sound,difficulty walking,swelling in muscle,blackleg
buffalo,6,102.7,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,11,101.0,crackling sound,depression,loss of appetite,blackleg
buffalo,7,102.8,sweats,chills,chest discomfort,anthrax
buffalo,3,101.2,depression,swelling in muscle,loss of appetite,blackleg
buffalo,11,102.5,crackling sound,depression,difficulty walking,blackleg
buffalo,6,104.0,swelling in muscle,lameness,depression,blackleg
buffalo,3,101.9,loss of appetite,painless lumps,depression,lumpy virus
buffalo,2,101.7,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,10,101.8,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,5,103.4,shortness of breath,fatigue,chills,anthrax
buffalo,3,100.5,loss of appetite,painless lumps,depression,pneumonia
