Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
goat,10,101.8,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
goat,5,101.0,shortness of breath,chest discomfort,swelling in abdomen,anthrax
goat,10,100.9,shortness of breath,swelling in extremities,chills,anthrax
goat,7,101.9,loss of appetite,blisters on hooves,lameness,foot and mouth
goat,8,104.2,depression,swelling in muscle,loss of appetite,blackleg
goat,3,104.6,sores on gums,loss of appetite,difficulty walking,foot and mouth
goat,7,104.6,chills,swelling in extremities,sweats,anthrax
goat,6,102.9,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
goat,1,102.2,painless lumps,loss of appetite,depression,lumpy virus
goat,3,100.9,depression,painless lumps,loss of appetite,lumpy virus
goat,6,102.7,crackling sound,lameness,depression,blackleg
goat,2,102.4,blisters on mouth,lameness,loss of appetite,foot and mouth
goat,2,104.3,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
goat,2,104.6,crackling sound,loss of appetite,lameness,blackleg
goat,6,103.8,lameness,loss of appetite,sores on gums,foot and mouth
goat,10,100.8,painless lumps,loss of appetite,depression,pneumonia
goat,7,101.1,chest discomfort,sweats,swelling in neck,anthrax
goat,1,102.6,shortness of breath,chills,sweats,anthrax
goat,2,100.7,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,2,101.2,swelling in limb,depression,crackling sound,blackleg
goat,8,101.2,loss of appetite,lameness,depression,blackleg
goat,8,102.4,chest discomfort,fatigue,swelling in neck,anthrax
goat,9,102.2,shortness of breath,sweats,chest discomfort,anthrax
goat,9,100.8,depression,painless lumps,loss of appetite,lumpy virus
goat,9,101.2,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
goat,10,103.4,sweats,fatigue,chills,anthrax
goat,4,101.4,loss of appetite,sores on mouth,lameness,foot and mouth
goat,9,103.8,loss of appetite,depression,painless lumps,lumpy virus
goat,1,103.5,chest discomfort,fatigue,sweats,anthrax
goat,6,102.3,lameness,blisters on tongue,loss of appetite,foot and mouth
goat,7,101.8,depression,crackling sound,difficulty walking,blackleg
goat,3,103.9,fatigue,sweats,swelling in neck,anthrax
goat,4,100.1,fatigue,swelling in extremities,shortness of breath,anthrax
goat,4,102.1,painless lumps,loss of appetite,depression,lumpy virus
goat,6,100.8,depression,loss of appetite,painless lumps,lumpy virus
goat,9,102.6,depression,painless lumps,loss of appetite,lumpy virus
goat,7,100.3,depression,difficulty walking,crackling sound,blackleg
goat,7,102.6,loss of appetite,difficulty walking,sores on tongue,foot and mouth
goat,6,101.7,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,5,100.6,loss of appetite,crackling sound,swelling in muscle,blackleg
goat,5,100.8,chills,sweats,chest discomfort,anthrax
goat,5,103.9,sores on gums,lameness,loss of appetite,foot and mouth
goat,5,100.5,shortness of breath,swelling in extremities,chills,anthrax
goat,1,100.6,lameness,blisters on hooves,loss of appetite,foot and mouth
goat,9,102.5,loss of appetite,crackling sound,lameness,blackleg
goat,10,100.8,blisters on hooves,lameness,loss of appetite,foot and mouth
goat,9,102.1,chills,fatigue,sweats,anthrax
goat,3,103.8,depression,loss of appetite,painless lumps,pneumonia
goat,10,102.4,crackling sound,difficulty walking,depression,blackleg
goat,8,100.7,lameness,loss of appetite,sores on gums,foot and mouth
goat,1,100.7,loss of appetite,depression,crackling sound,blackleg
goat,7,100.8,chest discomfort,shortness of breath,swelling in neck,anthrax
goat,3,103.7,fatigue,sweats,chills,anthrax
goat,6,104.6,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,3,100.3,swelling in limb,depression,difficulty walking,blackleg
goat,5,104.9,depression,swelling in muscle,difficulty walking,blackleg
goat,3,102.5,sores on tongue,loss of appetite,lameness,foot and mouth
goat,5,104.5,painless lumps,loss of appetite,depression,pneumonia
goat,7,101.6,sores on tongue,loss of appetite,lameness,foot and mouth
goat,7,101.3,sores on hooves,lameness,loss of appetite,foot and mouth
goat,8,100.2,chest discomfort,swelling in extremities,shortness of breath,anthrax
goat,1,101.7,painless lumps,depression,loss of appetite,lumpy virus
goat,1,100.8,fatigue,chest discomfort,swelling in extremities,anthrax
goat,2,100.7,depression,loss of appetite,difficulty walking,blackleg
goat,8,100.3,sores on hooves,loss of appetite,difficulty walking,foot and mouth
goat,1,100.1,loss of appetite,depression,painless lumps,pneumonia
goat,5,100.6,loss of appetite,depression,painless lumps,pneumonia
goat,10,101.0,crackling sound,loss of appetite,depression,blackleg
goat,3,103.6,fatigue,sweats,chest discomfort,anthrax
goat,4,103.7,swelling in limb,crackling sound,loss of appetite,blackleg
goat,1,102.4,shortness of breath,swelling in abdomen,sweats,anthrax
goat,6,104.9,sores on hooves,loss of appetite,lameness,foot and mouth
goat,8,104.5,loss of appetite,crackling sound,depression,blackleg
goat,7,101.9,painless lumps,depression,loss of appetite,pneumonia
goat,6,103.3,depression,painless lumps,loss of appetite,lumpy virus
goat,8,100.5,lameness,blisters on gums,loss of appetite,foot and mouth
goat,8,101.3,fatigue,sweats,chills,anthrax
goat,7,101.6,loss of appetite,depression,swelling in muscle,blackleg
goat,9,102.6,chest discomfort,shortness of breath,swelling in neck,anthrax
goat,3,102.3,depression,swelling in muscle,loss of appetite,blackleg
goat,7,101.9,difficulty walking,crackling sound,depression,blackleg
goat,9,100.5,depression,crackling sound,swelling in limb,blackleg
goat,1,101.8,loss of appetite,crackling sound,swelling in muscle,blackleg
goat,7,100.5,swelling in muscle,lameness,crackling sound,blackleg
goat,10,102.4,depression,swelling in limb,crackling sound,blackleg
goat,5,102.9,loss of appetite,depression,painless lumps,pneumonia
goat,10,103.0,shortness of breath,sweats,chest discomfort,anthrax
goat,8,101.3,loss of appetite,painless lumps,depression,pneumonia
goat,2,102.4,shortness of breath,chest discomfort,chills,anthrax
goat,7,100.0,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,1,101.4,depression,crackling sound,difficulty walking,blackleg
goat,2,103.1,lameness,loss of appetite,blisters on gums,foot and mouth
goat,8,101.1,loss of appetite,painless lumps,depression,pneumonia
goat,6,101.6,shortness of breath,chills,chest discomfort,anthrax
goat,5,102.7,painless lumps,loss of appetite,depression,pneumonia
goat,10,101.7,sweats,chest discomfort,chills,anthrax
goat,2,101.6,shortness of breath,chills,fatigue,anthrax
goat,2,102.5,depression,loss of appetite,difficulty walking,blackleg
goat,6,104.3,painless lumps,depression,loss of appetite,lumpy virus
goat,1,102.9,painless lumps,depression,loss of appetite,pneumonia
goat,2,100.6,sweats,chest discomfort,chills,anthrax
goat,3,100.7,loss of appetite,painless lumps,depression,lumpy virus
goat,1,100.1,chills,chest discomfort,swelling in abdomen,anthrax
goat,7,104.6,loss of appetite,painless lumps,depression,pneumonia
goat,5,100.5,fatigue,shortness of breath,sweats,anthrax
goat,5,104.3,depression,loss of appetite,lameness,blackleg
goat,6,104.1,loss of appetite,sores on tongue,lameness,foot and mouth
goat,3,102.8,loss of appetite,crackling sound,lameness,blackleg
goat,6,101.2,chest discomfort,shortness of breath,chills,anthrax
goat,6,101.4,difficulty walking,depression,loss of appetite,blackleg
goat,7,102.0,swelling in extremities,fatigue,chills,anthrax
goat,7,105.0,chest discomfort,fatigue,shortness of breath,anthrax
goat,10,101.5,chest discomfort,fatigue,swelling in abdomen,anthrax
goat,7,100.1,depression,loss of appetite,painless lumps,pneumonia
goat,10,100.7,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,7,103.8,painless lumps,depression,loss of appetite,lumpy virus
goat,10,102.7,shortness of breath,fatigue,swelling in abdomen,anthrax
goat,1,103.8,swelling in limb,loss of appetite,depression,blackleg
goat,7,101.5,blisters on gums,loss of appetite,lameness,foot and mouth
goat,3,100.8,loss of appetite,sores on hooves,lameness,foot and mouth
goat,10,101.7,chills,chest discomfort,sweats,anthrax
goat,5,101.3,shortness of breath,swelling in neck,sweats,anthrax
goat,1,100.6,lameness,sores on mouth,loss of appetite,foot and mouth
goat,2,101.7,crackling sound,depression,swelling in muscle,blackleg
goat,4,101.4,painless lumps,loss of appetite,depression,pneumonia
goat,1,100.3,painless lumps,depression,loss of appetite,pneumonia
goat,1,103.2,depression,loss of appetite,painless lumps,lumpy virus
goat,5,104.1,fatigue,sweats,chills,anthrax
goat,6,104.9,lameness,depression,loss of appetite,blackleg
goat,3,100.5,fatigue,chest discomfort,chills,anthrax
goat,5,103.9,loss of appetite,blisters on hooves,lameness,foot and mouth
goat,9,102.6,fatigue,swelling in abdomen,chills,anthrax
goat,5,104.2,crackling sound,difficulty walking,loss of appetite,blackleg
goat,7,103.1,painless lumps,depression,loss of appetite,pneumonia
goat,5,104.4,loss of appetite,depression,painless lumps,lumpy virus
goat,4,103.2,loss of appetite,lameness,depression,blackleg
goat,5,103.0,depression,loss of appetite,painless lumps,pneumonia
goat,2,100.8,loss of appetite,painless lumps,depression,lumpy virus
goat,3,102.7,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,2,104.1,blisters on gums,lameness,loss of appetite,foot and mouth
goat,1,103.5,painless lumps,loss of appetite,depression,pneumonia
goat,5,102.7,chills,chest discomfort,swelling in abdomen,anthrax
goat,1,102.7,depression,loss of appetite,painless lumps,lumpy virus
goat,4,102.5,blisters on mouth,lameness,loss of appetite,foot and mouth
goat,10,102.4,swelling in limb,crackling sound,difficulty walking,blackleg
goat,3,103.0,sores on tongue,lameness,loss of appetite,foot and mouth
goat,5,101.7,chills,shortness of breath,fatigue,anthrax
goat,7,100.2,depression,swelling in muscle,lameness,blackleg
goat,1,101.6,swelling in neck,fatigue,shortness of breath,anthrax
goat,5,102.2,crackling sound,swelling in muscle,lameness,blackleg
goat,3,104.1,painless lumps,loss of appetite,depression,lumpy virus
goat,2,104.4,swelling in muscle,crackling sound,difficulty walking,blackleg
goat,9,103.9,depression,loss of appetite,painless lumps,pneumonia
goat,8,102.4,depression,swelling in limb,loss of appetite,blackleg
goat,8,104.2,loss of appetite,painless lumps,depression,pneumonia
goat,1,104.3,lameness,loss of appetite,sores on tongue,foot and mouth
goat,8,101.7,difficulty walking,loss of appetite,sores on tongue,foot and mouth
goat,1,102.9,blisters on tongue,lameness,loss of appetite,foot and mouth
goat,3,100.3,loss of appetite,sores on gums,lameness,foot and mouth
goat,8,101.5,sweats,chest discomfort,swelling in neck,anthrax
goat,6,101.7,depression,difficulty walking,swelling in limb,blackleg
goat,2,104.5,chills,chest discomfort,fatigue,anthrax
goat,2,100.8,painless lumps,depression,loss of appetite,lumpy virus
goat,8,101.7,depression,loss of appetite,painless lumps,lumpy virus
goat,5,104.9,depression,painless lumps,loss of appetite,lumpy virus
goat,1,102.5,swelling in muscle,depression,crackling sound,blackleg
goat,1,102.5,swelling in muscle,depression,difficulty walking,blackleg
goat,8,104.9,swelling in limb,depression,crackling sound,blackleg
goat,7,102.1,loss of appetite,crackling sound,difficulty walking,blackleg
goat,7,100.2,lameness,crackling sound,swelling in limb,blackleg
goat,8,100.7,depression,difficulty walking,crackling sound,blackleg
goat,8,101.1,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,8,102.9,lameness,loss of appetite,blisters on hooves,foot and mouth
goat,1,101.0,painless lumps,depression,loss of appetite,pneumonia
goat,1,101.1,depression,painless lumps,loss of appetite,lumpy virus
goat,4,101.2,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
goat,7,103.6,painless lumps,loss of appetite,depression,pneumonia
goat,5,102.9,loss of appetite,difficulty walking,sores on mouth,foot and mouth
goat,8,103.9,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
goat,4,101.2,painless lumps,loss of appetite,depression,lumpy virus
goat,9,100.3,depression,loss of appetite,crackling sound,blackleg
goat,8,100.5,sweats,fatigue,chest discomfort,anthrax
goat,9,103.3,lameness,sores on hooves,loss of appetite,foot and mouth
goat,3,104.0,swelling in muscle,crackling sound,loss of appetite,blackleg
goat,4,102.3,lameness,loss of appetite,crackling sound,blackleg
goat,5,101.5,depression,painless lumps,loss of appetite,pneumonia
goat,10,100.1,depression,crackling sound,swelling in limb,blackleg
goat,4,101.2,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,3,100.8,sweats,chills,chest discomfort,anthrax
goat,4,102.9,difficulty walking,crackling sound,swelling in limb,blackleg
goat,7,103.5,loss of appetite,painless lumps,depression,pneumonia
goat,2,101.2,crackling sound,difficulty walking,swelling in muscle,blackleg
goat,9,102.0,swelling in muscle,difficulty walking,crackling sound,blackleg
goat,7,104.1,loss of appetite,difficulty walking,blisters on gums,foot and mouth
goat,6,104.8,loss of appetite,sores on tongue,lameness,foot and mouth
goat,10,104.2,loss of appetite,lameness,sores on mouth,foot and mouth
goat,1,103.8,swelling in muscle,difficulty walking,crackling sound,blackleg
goat,2,100.0,crackling sound,swelling in limb,difficulty walking,blackleg
goat,2,104.4,loss of appetite,sores on hooves,difficulty walking,foot and mouth
goat,8,103.7,loss of appetite,depression,painless lumps,pneumonia
goat,3,100.3,crackling sound,difficulty walking,loss of appetite,blackleg
goat,6,102.3,loss of appetite,sores on gums,difficulty walking,foot and mouth
goat,7,101.6,loss of appetite,depression,painless lumps,pneumonia
goat,8,101.2,depression,loss of appetite,painless lumps,lumpy virus
goat,9,103.5,depression,painless lumps,loss of appetite,lumpy virus
goat,5,101.6,loss of appetite,depression,lameness,blackleg
goat,10,103.7,fatigue,sweats,chills,anthrax
goat,9,100.4,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,9,100.7,loss of appetite,depression,painless lumps,pneumonia
goat,6,103.5,swelling in limb,crackling sound,difficulty walking,blackleg
goat,8,100.4,crackling sound,depression,swelling in muscle,blackleg
goat,2,104.0,loss of appetite,lameness,sores on gums,foot and mouth
goat,3,104.8,lameness,loss of appetite,depression,blackleg
goat,2,103.9,depression,difficulty walking,swelling in muscle,blackleg
goat,9,102.2,depression,crackling sound,loss of appetite,blackleg
goat,8,101.9,depression,swelling in muscle,difficulty walking,blackleg
goat,4,102.6,swelling in abdomen,chills,shortness of breath,anthrax
goat,9,101.8,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,4,102.4,chest discomfort,fatigue,shortness of breath,anthrax
goat,3,103.7,depression,loss of appetite,painless lumps,lumpy virus
goat,4,103.0,depression,painless lumps,loss of appetite,pneumonia
goat,1,103.7,sweats,chest discomfort,shortness of breath,anthrax
goat,2,100.6,chest discomfort,sweats,chills,anthrax
goat,2,101.6,painless lumps,depression,loss of appetite,lumpy virus
goat,10,104.7,chest discomfort,shortness of breath,sweats,anthrax
goat,6,104.4,lameness,loss of appetite,sores on tongue,foot and mouth
goat,8,100.3,loss of appetite,lameness,blisters on mouth,foot and mouth
goat,10,101.3,sweats,fatigue,chills,anthrax
goat,4,101.7,depression,swelling in limb,crackling sound,blackleg
goat,2,101.1,shortness of breath,chest discomfort,fatigue,anthrax
goat,1,103.8,depression,painless lumps,loss of appetite,lumpy virus
goat,9,102.9,fatigue,sweats,chest discomfort,anthrax
goat,5,103.3,swelling in neck,chills,shortness of breath,anthrax
goat,2,104.7,swelling in abdomen,shortness of breath,sweats,anthrax
goat,10,104.4,loss of appetite,depression,painless lumps,pneumonia
goat,1,104.0,lameness,loss of appetite,sores on gums,foot and mouth
goat,7,103.0,blisters on gums,lameness,loss of appetite,foot and mouth
goat,1,101.4,painless lumps,depression,loss of appetite,lumpy virus
goat,3,102.5,blisters on gums,loss of appetite,lameness,foot and mouth
goat,6,101.3,difficulty walking,loss of appetite,sores on tongue,foot and mouth
goat,7,101.5,loss of appetite,crackling sound,lameness,blackleg
goat,7,100.5,chest discomfort,sweats,chills,anthrax
goat,1,101.2,lameness,loss of appetite,blisters on gums,foot and mouth
goat,5,103.3,sores on tongue,difficulty walking,loss of appetite,foot and mouth
goat,5,102.2,blisters on mouth,lameness,loss of appetite,foot and mouth
goat,5,102.8,sores on gums,loss of appetite,difficulty walking,foot and mouth
goat,5,103.8,depression,painless lumps,loss of appetite,lumpy virus
goat,10,101.7,chest discomfort,chills,fatigue,anthrax
goat,3,103.0,crackling sound,lameness,depression,blackleg
goat,7,102.1,loss of appetite,depression,lameness,blackleg
goat,5,104.1,loss of appetite,sores on tongue,lameness,foot and mouth
goat,10,102.4,chills,sweats,shortness of breath,anthrax
goat,3,101.8,shortness of breath,swelling in neck,sweats,anthrax
goat,5,104.3,swelling in muscle,difficulty walking,loss of appetite,blackleg
goat,6,101.6,swelling in limb,lameness,loss of appetite,blackleg
goat,1,101.1,difficulty walking,depression,loss of appetite,blackleg
goat,3,100.4,loss of appetite,depression,painless lumps,pneumonia
goat,7,103.6,depression,painless lumps,loss of appetite,pneumonia
goat,2,101.9,loss of appetite,painless lumps,depression,lumpy virus
goat,10,100.7,shortness of breath,swelling in extremities,chest discomfort,anthrax
goat,4,102.1,lameness,loss of appetite,blisters on mouth,foot and mouth
goat,5,104.7,sweats,swelling in extremities,shortness of breath,anthrax
goat,2,101.6,swelling in extremities,chills,shortness of breath,anthrax
goat,1,103.1,chest discomfort,chills,fatigue,anthrax
goat,3,101.9,painless lumps,depression,loss of appetite,pneumonia
goat,8,104.3,loss of appetite,painless lumps,depression,lumpy virus
goat,10,102.4,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
goat,4,102.7,fatigue,shortness of breath,sweats,anthrax
goat,3,101.2,loss of appetite,depression,lameness,blackleg
goat,7,103.2,depression,loss of appetite,painless lumps,pneumonia
goat,7,102.1,loss of appetite,depression,painless lumps,lumpy virus
goat,3,102.9,depression,lameness,swelling in limb,blackleg
goat,7,100.4,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
goat,8,102.2,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
goat,9,100.5,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,10,101.6,lameness,loss of appetite,crackling sound,blackleg
goat,6,100.1,loss of appetite,depression,painless lumps,pneumonia
goat,5,101.3,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
goat,3,100.4,loss of appetite,blisters on hooves,lameness,foot and mouth
goat,6,102.3,depression,loss of appetite,crackling sound,blackleg
goat,7,102.2,depression,loss of appetite,lameness,blackleg
goat,6,100.5,loss of appetite,lameness,sores on gums,foot and mouth
goat,6,104.4,lameness,depression,loss of appetite,blackleg
goat,4,102.4,difficulty walking,loss of appetite,sores on mouth,foot and mouth
goat,6,101.2,chest discomfort,chills,sweats,anthrax
goat,5,101.4,depression,painless lumps,loss of appetite,lumpy virus
goat,3,102.6,fatigue,chest discomfort,shortness of breath,anthrax
goat,8,101.9,loss of appetite,depression,painless lumps,pneumonia
goat,3,101.3,shortness of breath,fatigue,chest discomfort,anthrax
goat,1,102.9,painless lumps,loss of appetite,depression,lumpy virus
goat,5,102.8,loss of appetite,difficulty walking,sores on mouth,foot and mouth
goat,5,100.6,painless lumps,loss of appetite,depression,lumpy virus
goat,7,100.2,loss of appetite,sores on mouth,difficulty walking,foot and mouth
goat,5,101.6,chills,sweats,chest discomfort,anthrax
goat,5,102.0,swelling in limb,depression,crackling sound,blackleg
goat,4,103.3,blisters on tongue,loss of appetite,lameness,foot and mouth
goat,6,102.8,lameness,blisters on gums,loss of appetite,foot and mouth
goat,5,101.6,chest discomfort,sweats,swelling in extremities,anthrax
goat,3,104.6,loss of appetite,painless lumps,depression,pneumonia
goat,1,102.9,loss of appetite,painless lumps,depression,lumpy virus
goat,6,103.2,sweats,chills,shortness of breath,anthrax
goat,2,103.9,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,7,101.4,crackling sound,loss of appetite,depression,blackleg
goat,3,100.9,sweats,swelling in abdomen,shortness of breath,anthrax
goat,7,103.9,lameness,sores on mouth,loss of appetite,foot and mouth
goat,4,101.5,loss of appetite,difficulty walking,blisters on gums,foot and mouth
goat,6,102.4,crackling sound,difficulty walking,loss of appetite,blackleg
goat,5,100.8,sores on tongue,lameness,loss of appetite,foot and mouth
goat,7,102.6,painless lumps,loss of appetite,depression,pneumonia
goat,8,104.3,crackling sound,lameness,depression,blackleg
goat,8,103.0,swelling in limb,loss of appetite,lameness,blackleg
goat,5,101.4,swelling in muscle,lameness,depression,blackleg
goat,8,105.0,depression,painless lumps,loss of appetite,lumpy virus
goat,9,100.8,loss of appetite,difficulty walking,sores on mouth,foot and mouth
goat,4,100.3,difficulty walking,swelling in muscle,loss of appetite,blackleg
goat,2,102.9,difficulty walking,loss of appetite,crackling sound,blackleg
goat,4,103.6,loss of appetite,painless lumps,depression,pneumonia
goat,6,104.7,lameness,loss of appetite,sores on hooves,foot and mouth
goat,8,103.5,blisters on gums,loss of appetite,lameness,foot and mouth
goat,8,103.5,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
goat,8,104.7,sweats,fatigue,swelling in abdomen,anthrax
goat,1,100.0,loss of appetite,painless lumps,depression,pneumonia
goat,4,103.6,loss of appetite,sores on tongue,difficulty walking,foot and mouth
goat,5,102.7,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
goat,9,103.0,shortness of breath,swelling in extremities,sweats,anthrax
goat,9,100.0,chest discomfort,chills,swelling in abdomen,anthrax
goat,10,102.7,chest discomfort,swelling in neck,shortness of breath,anthrax
goat,10,103.0,depression,painless lumps,loss of appetite,lumpy virus
goat,10,104.5,sores on mouth,lameness,loss of appetite,foot and mouth
goat,2,101.3,loss of appetite,blisters on mouth,lameness,foot and mouth
goat,1,102.2,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
goat,3,100.4,swelling in abdomen,chills,sweats,anthrax
goat,4,103.4,fatigue,swelling in abdomen,sweats,anthrax
goat,2,102.1,swelling in muscle,depression,difficulty walking,blackleg
goat,2,102.1,difficulty walking,blisters on gums,loss of appetite,foot and mouth
goat,7,101.6,lameness,swelling in limb,depression,blackleg
goat,2,101.1,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
goat,3,103.0,painless lumps,depression,loss of appetite,lumpy virus
goat,2,102.4,painless lumps,loss of appetite,depression,lumpy virus
goat,5,100.2,painless lumps,depression,loss of appetite,pneumonia
goat,4,100.6,sores on mouth,loss of appetite,difficulty walking,foot and mouth
goat,1,102.3,fatigue,swelling in neck,shortness of breath,anthrax
goat,9,100.8,chest discomfort,sweats,chills,anthrax
goat,6,103.8,sores on hooves,lameness,loss of appetite,foot and mouth
goat,9,101.9,swelling in muscle,loss of appetite,difficulty walking,blackleg
goat,5,100.1,painless lumps,depression,loss of appetite,lumpy virus
goat,5,103.7,crackling sound,depression,loss of appetite,blackleg
goat,1,104.5,shortness of breath,chills,sweats,anthrax
goat,9,102.5,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
goat,2,102.0,depression,loss of appetite,painless lumps,pneumonia
goat,6,100.4,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
goat,8,100.9,fatigue,chills,chest discomfort,anthrax
goat,7,102.4,swelling in muscle,depression,crackling sound,blackleg
goat,3,103.2,depression,painless lumps,loss of appetite,lumpy virus
goat,7,104.0,shortness of breath,chest discomfort,fatigue,anthrax
goat,4,101.1,painless lumps,depression,loss of appetite,pneumonia
goat,3,104.4,loss of appetite,depression,painless lumps,pneumonia
goat,10,102.3,fatigue,chest discomfort,swelling in neck,anthrax
goat,4,100.5,shortness of breath,fatigue,chest discomfort,anthrax
goat,6,100.6,swelling in muscle,loss of appetite,difficulty walking,blackleg
goat,1,102.0,painless lumps,loss of appetite,depression,pneumonia
goat,2,101.9,loss of appetite,crackling sound,swelling in limb,blackleg
goat,8,100.2,shortness of breath,sweats,chills,anthrax
goat,10,104.0,depression,painless lumps,loss of appetite,lumpy virus
goat,9,102.2,painless lumps,loss of appetite,depression,lumpy virus
goat,10,104.0,difficulty walking,crackling sound,depression,blackleg
goat,3,103.1,loss of appetite,sores on mouth,difficulty walking,foot and mouth
goat,5,103.1,painless lumps,depression,loss of appetite,pneumonia
goat,7,102.3,lameness,loss of appetite,sores on mouth,foot and mouth
goat,4,102.4,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,10,103.3,lameness,loss of appetite,blisters on hooves,foot and mouth
goat,1,102.3,lameness,swelling in muscle,loss of appetite,blackleg
goat,5,104.4,loss of appetite,depression,painless lumps,pneumonia
goat,6,103.6,lameness,crackling sound,swelling in muscle,blackleg
goat,2,102.5,loss of appetite,depression,painless lumps,pneumonia
goat,3,104.1,fatigue,chest discomfort,shortness of breath,anthrax
goat,6,101.0,shortness of breath,sweats,fatigue,anthrax
goat,1,101.5,loss of appetite,lameness,sores on tongue,foot and mouth
goat,4,102.9,swelling in muscle,depression,loss of appetite,blackleg
goat,3,101.8,loss of appetite,depression,painless lumps,lumpy virus
goat,3,101.8,chest discomfort,chills,swelling in abdomen,anthrax
goat,5,101.4,shortness of breath,swelling in extremities,chills,anthrax
goat,6,104.7,crackling sound,depression,swelling in limb,blackleg
goat,9,100.3,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,7,100.4,swelling in limb,loss of appetite,depression,blackleg
goat,8,102.2,chest discomfort,sweats,swelling in abdomen,anthrax
goat,1,101.0,loss of appetite,crackling sound,depression,blackleg
goat,4,100.4,crackling sound,swelling in limb,lameness,blackleg
goat,1,100.8,crackling sound,swelling in muscle,loss of appetite,blackleg
goat,8,100.3,swelling in limb,loss of appetite,lameness,blackleg
goat,7,104.3,loss of appetite,painless lumps,depression,pneumonia
goat,7,102.4,loss of appetite,depression,swelling in muscle,blackleg
goat,2,104.5,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
goat,10,101.7,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
goat,1,101.2,shortness of breath,fatigue,sweats,anthrax
goat,6,101.5,crackling sound,swelling in limb,loss of appetite,blackleg
goat,7,100.8,loss of appetite,lameness,blisters on gums,foot and mouth
goat,10,101.4,depression,loss of appetite,painless lumps,pneumonia
goat,4,103.7,painless lumps,depression,loss of appetite,pneumonia
goat,2,102.1,sweats,chills,chest discomfort,anthrax
goat,10,103.6,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
goat,6,102.6,swelling in muscle,loss of appetite,depression,blackleg
goat,7,101.0,chest discomfort,sweats,swelling in extremities,anthrax
goat,4,100.5,loss of appetite,depression,painless lumps,pneumonia
goat,2,101.3,loss of appetite,sores on hooves,difficulty walking,foot and mouth
goat,10,101.0,depression,painless lumps,loss of appetite,pneumonia
goat,5,100.1,sweats,swelling in abdomen,fatigue,anthrax
goat,3,102.1,depression,crackling sound,loss of appetite,blackleg
goat,4,102.7,swelling in muscle,lameness,loss of appetite,blackleg
goat,3,101.8,fatigue,shortness of breath,swelling in abdomen,anthrax
goat,1,103.0,loss of appetite,painless lumps,depression,lumpy virus
goat,9,102.8,depression,swelling in muscle,loss of appetite,blackleg
goat,9,103.9,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
goat,2,101.0,swelling in neck,shortness of breath,chest discomfort,anthrax
goat,8,100.7,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,8,103.9,painless lumps,depression,loss of appetite,pneumonia
goat,5,102.4,depression,loss of appetite,painless lumps,lumpy virus
goat,10,103.9,loss of appetite,difficulty walking,crackling sound,blackleg
goat,6,103.8,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
goat,9,104.4,shortness of breath,chills,chest discomfort,anthrax
goat,7,102.2,crackling sound,swelling in limb,loss of appetite,blackleg
goat,7,104.0,lameness,loss of appetite,swelling in limb,blackleg
goat,4,101.0,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
goat,2,101.6,swelling in neck,sweats,chills,anthrax
goat,2,102.4,depression,loss of appetite,swelling in muscle,blackleg
goat,3,101.9,painless lumps,depression,loss of appetite,lumpy virus
goat,4,100.9,loss of appetite,painless lumps,depression,lumpy virus
goat,9,100.3,lameness,swelling in muscle,depression,blackleg
goat,1,102.3,crackling sound,swelling in muscle,depression,blackleg
